CoQ code,Series,Batch (cultivation),P lot,Strain,Date of issue,#,Parameter,Method,Acceptance criterion,Result,Document,Issued,Laboratory,Received by the laboratory,Status,Route,Also on file
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",< LOQ,227-22-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",< LOQ,227-22-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",to be performed (in house),iCoA-PP_26-181,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,8,Loss on Drying,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,6.09,ППК26066,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,21.04.2026,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-143,reissue — 12-month retest,FB112501,— no P lot assigned —,Fat Bastard,21.09.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-163,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-163,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,227-19-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"16.23 – 19.76 %  (grade I, nominal 18.00 ± 1.77)",17.76,227-19-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",< LOQ,227-19-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.26,227-19-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",to be performed (in house),iCoA-PP_26-163,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,8,Loss on Drying,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,6.88,ППК25140,22.05.2025,UKIM Faculty of Pharmacy — Center for Natural Products,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,2.1 × 10⁴,472/0863/25,22.05.2025,IPH — Institute of Public Health,16.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,1.9 × 10⁴,472/0863/25,22.05.2025,IPH — Institute of Public Health,16.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — UNDETERMINED — pending the QCSP 001 reading,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,472/0863/25,22.05.2025,IPH — Institute of Public Health,16.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,472/0863/25,22.05.2025,IPH — Institute of Public Health,16.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,472/0863/25,22.05.2025,IPH — Institute of Public Health,16.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,awaiting the Farmahem mycotoxin certificate,—,—,—,—,awaiting the mycotoxin re-analysis — Farmahem,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-144,reissue — 12-month retest,GG1024_02,P050012,Gorilla Glue,21.09.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,2472/2025,30.05.2025,IPH — Institute of Public Health,15.05.2025,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-164,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-164,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,"Farmahem — Ident A + B + C with the Assay, at retest",
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,227-20-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"16.23 – 19.76 %  (grade I, nominal 18.00 ± 1.77)",18.64,227-20-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",< LOQ,227-20-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",< LOQ,227-20-К/26,11.09.2026,Farmahem,24.08.2026,covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",to be performed (in house),iCoA-PP_26-164,24.08.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,8,Loss on Drying,"DAB 2018 monograph Cannabis flos, 2.2.32 — loss on drying (CNP, before its Ph. Eur. 3028 accreditation)",≤ 12.0%,6.31,ППК26061,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,21.04.2026,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
CoQ-PP_26-145,reissue — 12-month retest,GG112501,— no P lot assigned —,Gorilla Glue,21.09.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,carried from the initial testing (the batch's initial CoQ (n,—,—,—,—,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it,,
